"CASEID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","NUMGIVEN","HAPPY","HEALTH","PARTYID","WTSSALL","AGE1","AGE2","AGE3","AGE4","AGE5","EDUC1","EDUC2","EDUC3","EDUC4","EDUC5","RACE1","RACE2","RACE3","RACE4","RACE5","SEX1","SEX2","SEX3","SEX4","SEX5","RELIG1","RELIG2","RELIG3","RELIG4","RELIG5","AGE_CATEGORICAL1","AGE_CATEGORICAL2","AGE_CATEGORICAL3","AGE_CATEGORICAL4","AGE_CATEGORICAL5","EDUC_CATEGORICAL1","EDUC_CATEGORICAL2","EDUC_CATEGORICAL3","EDUC_CATEGORICAL4","EDUC_CATEGORICAL5","TALKTO1","TALKTO2","TALKTO3","TALKTO4","TALKTO5","SPOUSE1","SPOUSE2","SPOUSE3","SPOUSE4","SPOUSE5","KIN1","KIN2","KIN3","KIN4","KIN5","CLOSE12","CLOSE13","CLOSE14","CLOSE15","CLOSE23","CLOSE24","CLOSE25","CLOSE34","CLOSE35","CLOSE45"
19850801,64,16,"white","female","protestant","60+","College",1,1,3,6,1.0363,59,NA,NA,NA,NA,16,NA,NA,NA,NA,"white",NA,NA,NA,NA,"male",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"College",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850802,29,8,"hispanic","male","catholic","20s","No HS",3,3,3,1,1.0363,25,28,NA,NA,NA,11,NA,NA,NA,NA,"hispanic","hispanic","hispanic",NA,NA,"female","male","male",NA,NA,"catholic","catholic","catholic",NA,NA,"20s","20s",NA,NA,NA,"No HS",NA,NA,NA,NA,1,1,2,NA,NA,1,2,2,NA,NA,1,0,1,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA
19850803,42,13,"hispanic","female","protestant","40s","Some College",6,1,1,1,1.0363,48,52,42,39,33,11,11,12,11,16,"hispanic","hispanic","hispanic","hispanic","hispanic","female","female","female","female","female","protestant","protestant","protestant","protestant","protestant","40s","50s","40s","30s","30s","No HS","No HS","HS","No HS","College",2,3,1,1,1,2,2,2,2,2,0,0,0,0,0,1,1,0,0,1,0,0,1,2,1
19850804,54,12,"white","male","catholic","50s","HS",0,3,4,0,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850805,37,9,"white","female","catholic","30s","No HS",2,3,3,1,0.5181,66,67,NA,NA,NA,11,3.5,NA,NA,NA,"hispanic","hispanic",NA,NA,NA,"female","male",NA,NA,NA,"catholic","catholic",NA,NA,NA,"60+","60+",NA,NA,NA,"No HS","No HS",NA,NA,NA,2,3,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850806,24,12,"hispanic","female","catholic","20s","HS",3,2,2,3,1.0363,24,25,46,NA,NA,12,12,3.5,NA,NA,"hispanic","white","white",NA,NA,"male","female","female",NA,NA,"catholic","catholic","catholic",NA,NA,"20s","20s","40s",NA,NA,"HS","HS","No HS",NA,NA,1,1,1,NA,NA,1,2,2,NA,NA,1,1,1,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA
19850807,32,10,"hispanic","female","protestant","30s","No HS",2,2,2,0,1.5544,38,38,NA,NA,NA,12,12,NA,NA,NA,"hispanic","hispanic",NA,NA,NA,"female","female",NA,NA,NA,"catholic","protestant",NA,NA,NA,"30s","30s",NA,NA,NA,"HS","HS",NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850808,33,12,"hispanic","female","catholic","30s","HS",2,2,1,4,0.5181,31,37,NA,NA,NA,13,11,NA,NA,NA,"hispanic","hispanic",NA,NA,NA,"female","female",NA,NA,NA,"catholic","catholic",NA,NA,NA,"30s","30s",NA,NA,NA,"Some College","No HS",NA,NA,NA,1,4,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850809,63,8,"white","female","protestant","60+","No HS",1,2,1,1,1.0363,70,NA,NA,NA,NA,8,NA,NA,NA,NA,"white",NA,NA,NA,NA,"male",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"60+",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850810,36,16,"hispanic","male","catholic","30s","College",5,2,1,1,1.0363,35,35,33,37,25,12,18,12,13,12,"hispanic","hispanic","hispanic","hispanic","hispanic","male","male","male","male","male","catholic","catholic","catholic","catholic","catholic","30s","30s","30s","30s","20s","HS","Post Graduate","HS","Some College","HS",2,1,2,3,2,2,2,2,2,2,0,0,1,0,1,1,1,0,1,1,1,1,1,2,0
19850811,29,12,"white","female","catholic","20s","HS",4,2,2,4,1.0363,28,48,28,56,NA,11,12,11,12,NA,"white","white","white","white",NA,"male","female","female","male",NA,"protestant","catholic","protestant","protestant",NA,"20s","40s","20s","50s",NA,"No HS","HS","No HS","HS",NA,1,1,3,1,NA,1,2,2,2,NA,1,1,0,1,NA,2,1,2,NA,1,2,NA,1,NA,NA
19850812,27,6,"asian","female","catholic","20s","No HS",1,3,1,4,1.0363,28,NA,NA,NA,NA,12,NA,NA,NA,NA,"hispanic",NA,NA,NA,NA,"male",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"20s",NA,NA,NA,NA,"HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850813,27,11,"hispanic","male","catholic","20s","No HS",1,1,2,2,1.0363,22,NA,NA,NA,NA,11,NA,NA,NA,NA,"hispanic",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"20s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850814,29,14,"hispanic","male","catholic","20s","Some College",1,2,2,2,1.0363,30,NA,NA,NA,NA,16,NA,NA,NA,NA,"hispanic",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"30s",NA,NA,NA,NA,"College",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850815,33,7,"hispanic","male","catholic","30s","No HS",1,2,2,1,1.0363,32,NA,NA,NA,NA,8,NA,NA,NA,NA,"hispanic",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"30s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850816,23,10,"hispanic","male","catholic","20s","No HS",1,2,3,2,1.0363,22,NA,NA,NA,NA,11,NA,NA,NA,NA,"hispanic",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"20s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850817,28,12,"hispanic","female","catholic","20s","HS",2,2,2,1,0.5181,34,57,NA,NA,NA,12,3.5,NA,NA,NA,"hispanic","hispanic",NA,NA,NA,"female","female",NA,NA,NA,"protestant","catholic",NA,NA,NA,"30s","50s",NA,NA,NA,"HS","No HS",NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850818,25,13,"hispanic","female","protestant","20s","Some College",3,2,2,1,1.0363,27,28,26,NA,NA,12,12,14,NA,NA,"hispanic","hispanic","hispanic",NA,NA,"male","male","male",NA,NA,NA,"catholic","catholic",NA,NA,"20s","20s","20s",NA,NA,"HS","HS","Some College",NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,0,0,1,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA
19850819,35,16,"hispanic","female","none","30s","College",1,1,3,5,0.5181,33,NA,NA,NA,NA,13,NA,NA,NA,NA,"hispanic",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"30s",NA,NA,NA,NA,"Some College",NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850820,29,12,"hispanic","female","catholic","20s","HS",4,3,3,0,0.5181,40,38,27,28,NA,12,3.5,12,12,NA,"white","hispanic","hispanic","hispanic",NA,"female","female","female","female",NA,"catholic","catholic","catholic","catholic",NA,"40s","30s","20s","20s",NA,"HS","No HS","HS","HS",NA,2,3,3,2,NA,2,2,2,2,NA,0,0,0,0,NA,0,0,0,NA,0,0,NA,2,NA,NA
19850821,21,12,"hispanic","female","catholic","20s","HS",3,2,2,1,1.0363,48,17,19,NA,NA,8,8,8,NA,NA,"hispanic","hispanic","hispanic",NA,NA,"female","female","male",NA,NA,"catholic","catholic","protestant",NA,NA,"40s","20s","20s",NA,NA,"No HS","No HS","No HS",NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
19850822,20,12,"hispanic","female","protestant","20s","HS",2,2,2,1,1.0363,21,44,NA,NA,NA,11,3.5,NA,NA,NA,"hispanic","hispanic",NA,NA,NA,"male","female",NA,NA,NA,"protestant","catholic",NA,NA,NA,"20s","40s",NA,NA,NA,"No HS","No HS",NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850823,37,11,"hispanic","male","catholic","30s","No HS",1,1,2,1,1.0363,26,NA,NA,NA,NA,8,NA,NA,NA,NA,"hispanic",NA,NA,NA,NA,"female",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"20s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850824,54,12,"hispanic","male","catholic","50s","HS",2,1,1,0,1.0363,57,45,NA,NA,NA,13,13,NA,NA,NA,"hispanic","hispanic",NA,NA,NA,"male","male",NA,NA,NA,"catholic","catholic",NA,NA,NA,"50s","40s",NA,NA,NA,"Some College","Some College",NA,NA,NA,1,3,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850825,47,16,"white","male","protestant","40s","College",6,2,2,4,0.5181,44,39,47,50,43,18,18,13,18,18,"white","white","white","asian","white","male","female","female","male","male","protestant","protestant","protestant",NA,NA,"40s","30s","40s","50s","40s","Post Graduate","Post Graduate","Some College","Post Graduate","Post Graduate",2,4,3,2,3,2,2,2,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
19850826,30,12,"hispanic","male","catholic","30s","HS",6,2,1,2,1.0363,55,49,40,60,32,3.5,NA,13,3.5,13,"hispanic","hispanic","hispanic","hispanic","hispanic","male","female","male","male","male","catholic","catholic","catholic","catholic","catholic","50s","40s","40s","60+","30s","No HS",NA,"Some College","No HS","Some College",3,3,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2
19850827,49,12,"white","female","protestant","40s","HS",3,2,1,5,1.5544,52,59,30,NA,NA,13,11,11,NA,NA,"white","white","white",NA,NA,"female","male","female",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","50s","30s",NA,NA,"Some College","No HS","No HS",NA,NA,1,1,1,NA,NA,2,1,2,NA,NA,1,1,1,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA
19850828,28,14,"white","male","protestant","20s","Some College",5,1,2,0,0.5181,20,17,26,60,22,13,11,13,12,13,"white","white","white","black","white","male","male","female","male","male","protestant","protestant","protestant","catholic","protestant","20s","20s","20s","60+","20s","Some College","No HS","Some College","HS","Some College",2,2,1,1,2,2,2,2,2,2,0,0,0,0,0,2,0,0,2,0,0,2,2,0,0
19850829,22,15,"white","female","none","20s","Some College",4,1,2,1,1.0363,48,23,29,25,NA,13,13,11,12,NA,"white","white","white","white",NA,"female","male","female","male",NA,"catholic","none","none","none",NA,"40s","20s","20s","20s",NA,"Some College","Some College","No HS","HS",NA,1,1,1,1,NA,2,2,2,2,NA,1,0,1,1,NA,1,2,2,NA,1,1,NA,1,NA,NA
19850830,25,10,"hispanic","female","protestant","20s","No HS",6,1,1,6,0.5181,47,48,49,29,38,12,18,12,12,16,"white","white","white","hispanic","white","female","male","female","female","female","protestant","protestant","catholic","protestant","protestant","40s","40s","40s","20s","30s","HS","Post Graduate","HS","HS","College",1,2,2,1,1,2,2,2,2,2,0,0,1,1,0,2,0,1,2,0,1,2,2,2,2
19850831,74,8,"white","female","protestant","60+","No HS",2,2,1,6,0.5181,47,52,NA,NA,NA,12,11,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"40s","50s",NA,NA,NA,"HS","No HS",NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850832,37,9,"hispanic","female","catholic","30s","No HS",4,2,2,1,1.0363,43,53,34,31,NA,8,11,13,11,NA,"hispanic","white","white","hispanic",NA,"male","female","male","male",NA,"catholic","protestant","protestant","catholic",NA,"40s","50s","30s","30s",NA,"No HS","No HS","Some College","No HS",NA,1,1,1,2,NA,1,2,2,2,NA,1,0,0,1,NA,1,1,2,NA,1,1,NA,0,NA,NA
19850833,40,14,"white","female","catholic","40s","Some College",3,2,2,6,1.0363,37,45,60,NA,NA,16,16,12,NA,NA,"white","white","white",NA,NA,"male","female","female",NA,NA,"catholic","protestant","protestant",NA,NA,"30s","40s","60+",NA,NA,"College","College","HS",NA,NA,1,2,2,NA,NA,1,2,2,NA,NA,1,0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA
19850834,36,15,"white","male","catholic","30s","Some College",2,2,2,0,0.5181,39,25,NA,NA,NA,13,12,NA,NA,NA,"white","white",NA,NA,NA,"male","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"30s","20s",NA,NA,NA,"Some College","HS",NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850835,25,12,"white","male","protestant","20s","HS",3,2,2,5,0.5181,52,55,17,NA,NA,12,8,11,NA,NA,"white","white","white",NA,NA,"female","male","female",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","50s","20s",NA,NA,"HS","No HS","No HS",NA,NA,3,3,1,NA,NA,2,2,2,NA,NA,1,1,0,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850836,38,16,"white","male","protestant","30s","College",0,2,2,5,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850837,28,11,"white","male","catholic","20s","No HS",2,2,2,1,0.5181,24,26,NA,NA,NA,12,12,NA,NA,NA,"white","white",NA,NA,NA,"male","male",NA,NA,NA,"protestant",NA,NA,NA,NA,"20s","20s",NA,NA,NA,"HS","HS",NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850838,41,12,"white","female","protestant","40s","HS",3,2,2,6,0.5181,39,45,28,NA,NA,12,12,12,NA,NA,"white","white","white",NA,NA,"female","female","female",NA,NA,"protestant","protestant","protestant",NA,NA,"30s","40s","20s",NA,NA,"HS","HS","HS",NA,NA,1,2,1,NA,NA,2,2,2,NA,NA,0,0,0,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA
19850839,34,14,"white","female","protestant","30s","Some College",5,2,4,1,0.5181,51,53,21,31,33,14,13,14,12,12,"white","white","white","white","white","female","male","female","female","female","protestant","protestant","protestant","protestant","protestant","50s","50s","20s","30s","30s","Some College","Some College","Some College","HS","HS",1,1,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2
19850840,24,12,"white","male","protestant","20s","HS",5,2,1,2,1.0363,23,23,27,26,20,12,12,12,12,11,"white","white","white","white","white","female","male","female","female","female","protestant","protestant","protestant","protestant","protestant","20s","20s","20s","20s","20s","HS","HS","HS","HS","No HS",1,2,2,3,3,2,2,2,2,2,0,0,1,1,1,1,NA,NA,NA,1,NA,NA,2,NA,2
19850841,21,12,"black","female","protestant","20s","HS",2,2,3,1,1.0363,20,20,NA,NA,NA,12,12,NA,NA,NA,"black","black",NA,NA,NA,"male","female",NA,NA,NA,"catholic","protestant",NA,NA,NA,"20s","20s",NA,NA,NA,"HS","HS",NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850842,25,12,"white","male","protestant","20s","HS",6,3,2,4,0.5181,42,45,18,20,24,18,13,11,13,11,"white","white","white","white","white","female","male","male","female","male","protestant","protestant","protestant","protestant","protestant","40s","40s","20s","20s","20s","Post Graduate","Some College","No HS","Some College","No HS",2,2,2,3,2,2,2,2,2,2,1,1,1,1,0,2,2,2,1,2,2,1,2,1,1
19850843,25,12,"white","male","protestant","20s","HS",2,2,2,2,1.0363,27,25,NA,NA,NA,12,12,NA,NA,NA,"white","white",NA,NA,NA,"female","male",NA,NA,NA,"protestant","protestant",NA,NA,NA,"20s","20s",NA,NA,NA,"HS","HS",NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850844,48,10,"white","male","catholic","40s","No HS",1,2,2,1,1.0363,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850845,26,11,"hispanic","male","catholic","20s","No HS",1,3,1,1,0.5181,24,NA,NA,NA,NA,8,NA,NA,NA,NA,"hispanic",NA,NA,NA,NA,"male",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"20s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850846,30,17,"white","female","protestant","30s","Post Graduate",3,2,2,3,0.5181,52,58,42,NA,NA,12,3.5,12,NA,NA,"white","white","white",NA,NA,"female","male","male",NA,NA,"protestant","protestant","other",NA,NA,"50s","50s","40s",NA,NA,"HS","No HS","HS",NA,NA,2,2,4,NA,NA,2,2,2,NA,NA,1,1,0,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA
19850847,37,12,"white","female","protestant","30s","HS",2,2,1,1,1.0363,37,37,NA,NA,NA,14,16,NA,NA,NA,"white","white",NA,NA,NA,"male","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"30s","30s",NA,NA,NA,"Some College","College",NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850848,54,12,"white","female","protestant","50s","HS",2,2,1,3,0.5181,30,31,NA,NA,NA,11,11,NA,NA,NA,"white","white",NA,NA,NA,"female","male",NA,NA,NA,"protestant","catholic",NA,NA,NA,"30s","30s",NA,NA,NA,"No HS","No HS",NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850849,63,12,"white","female","protestant","60+","HS",4,1,2,4,1.0363,57,38,43,64,NA,12,16,13,12,NA,"white","white","white","white",NA,"male","male","male","male",NA,"protestant","protestant","protestant","protestant",NA,"50s","30s","40s","60+",NA,"HS","College","Some College","HS",NA,4,1,1,1,NA,2,2,2,1,NA,1,1,1,1,NA,1,1,1,NA,2,2,NA,2,NA,NA
19850850,46,18,"white","male","protestant","40s","Post Graduate",5,1,1,6,1.0363,42,46,40,41,17,12,18,18,18,11,"white","white","white","white","white","female","male","male","male","male","protestant","protestant",NA,NA,"protestant","40s","40s","40s","40s","20s","HS","Post Graduate","Post Graduate","Post Graduate","No HS",1,1,2,1,1,1,2,2,2,2,1,0,0,0,1,1,1,1,2,1,1,1,1,0,1
19850851,35,12,"white","female","protestant","30s","HS",4,3,2,6,1.0363,68,46,39,42,NA,12,18,18,12,NA,"white","white","white","white",NA,"male","male","female","female",NA,"protestant","protestant","protestant","protestant",NA,"60+","40s","30s","40s",NA,"HS","Post Graduate","Post Graduate","HS",NA,2,1,2,3,NA,2,1,2,2,NA,1,1,0,1,NA,2,1,2,NA,2,2,NA,0,NA,NA
19850852,47,12,"white","male","protestant","40s","HS",3,1,1,1,1.5544,42,20,63,NA,NA,12,13,12,NA,NA,"white","white","white",NA,NA,"female","male","male",NA,NA,"protestant","protestant","protestant",NA,NA,"40s","20s","60+",NA,NA,"HS","Some College","HS",NA,NA,1,1,2,NA,NA,1,2,2,NA,NA,1,1,0,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850853,38,13,"white","female","protestant","30s","Some College",4,2,2,2,1.0363,41,46,35,35,NA,8,12,13,8,NA,"white","white","white","white",NA,"female","female","female","female",NA,"protestant","protestant","protestant","protestant",NA,"40s","40s","30s","30s",NA,"No HS","HS","Some College","No HS",NA,1,2,3,3,NA,2,2,2,2,NA,0,0,0,0,NA,2,0,1,NA,0,0,NA,1,NA,NA
19850854,39,13,"white","male","protestant","30s","Some College",3,2,2,5,1.0363,38,28,32,NA,NA,12,12,14,NA,NA,"white","white","white",NA,NA,"male","male","female",NA,NA,"protestant","protestant","protestant",NA,NA,"30s","20s","30s",NA,NA,"HS","HS","Some College",NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,0,0,1,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA
19850855,78,2,"white","female","protestant","60+","No HS",1,1,4,2,1.5544,58,NA,NA,NA,NA,12,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"HS",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850856,50,16,"white","female","protestant","50s","College",4,3,4,1,0.5181,37,60,22,57,NA,12,12,13,12,NA,"white","white","white","white",NA,"female","female","female","female",NA,"protestant","protestant","protestant","protestant",NA,"30s","60+","20s","50s",NA,"HS","HS","Some College","HS",NA,1,2,1,2,NA,2,2,2,2,NA,0,0,0,0,NA,1,2,2,NA,1,0,NA,2,NA,NA
19850857,53,6,"white","male","protestant","50s","No HS",3,3,3,6,1.0363,45,40,65,NA,NA,16,16,12,NA,NA,"white","white","white",NA,NA,"male","male","male",NA,NA,"protestant","protestant","protestant",NA,NA,"40s","40s","60+",NA,NA,"College","College","HS",NA,NA,2,2,1,NA,NA,2,2,2,NA,NA,0,0,0,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850858,66,12,"white","male","protestant","60+","HS",3,2,4,0,1.0363,77,82,68,NA,NA,13,12,12,NA,NA,"white","white","white",NA,NA,"male","male","male",NA,NA,"protestant","protestant","none",NA,NA,"60+","60+","60+",NA,NA,"Some College","HS","HS",NA,NA,2,2,1,NA,NA,2,2,2,NA,NA,0,0,0,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
19850859,76,4,"white","female","protestant","60+","No HS",4,2,3,5,1.0363,62,40,NA,NA,NA,12,12,NA,12,NA,"white","white","white","white",NA,"female","male","female","female",NA,"protestant","protestant","protestant",NA,NA,"60+","40s",NA,NA,NA,"HS","HS",NA,"HS",NA,4,2,2,3,NA,2,2,2,2,NA,1,1,1,1,NA,2,2,2,NA,2,2,NA,2,NA,NA
19850860,75,7,"white","female","protestant","60+","No HS",4,1,1,1,0.5181,65,81,75,62,NA,8,8,12,12,NA,"white","white","white","white",NA,"female","female","female","female",NA,"protestant","protestant","protestant","protestant",NA,"60+","60+","60+","60+",NA,"No HS","No HS","HS","HS",NA,2,2,2,2,NA,2,2,2,2,NA,1,1,0,0,NA,2,1,1,NA,0,1,NA,1,NA,NA
19850861,46,9,"white","male","protestant","40s","No HS",3,3,3,0,1.0363,53,83,63,NA,NA,8,8,8,NA,NA,"white","white","white",NA,NA,"female","male","female",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","60+","60+",NA,NA,"No HS","No HS","No HS",NA,NA,1,2,2,NA,NA,1,2,2,NA,NA,1,1,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850862,20,10,"white","male","protestant","20s","No HS",4,2,3,1,2.0725,48,45,26,25,NA,8,12,12,13,NA,"white","white","white","white",NA,"male","female","male","female",NA,"protestant","protestant","protestant","protestant",NA,"40s","40s","20s","20s",NA,"No HS","HS","HS","Some College",NA,1,1,1,1,NA,2,2,2,2,NA,1,1,1,1,NA,2,2,2,NA,2,2,NA,2,NA,NA
19850863,38,12,"white","male","protestant","30s","HS",5,2,2,4,1.0363,25,29,40,22,50,13,12,12,12,12,"white","white","white","white","white","male","male","male","male","male","protestant","protestant","protestant","protestant","protestant","20s","20s","40s","20s","50s","Some College","HS","HS","HS","HS",2,2,1,1,1,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,2,2,2
19850864,43,12,"white","female","protestant","40s","HS",3,2,3,5,1.0363,50,34,34,NA,NA,12,16,16,NA,NA,"white","white","black",NA,NA,"female","female","female",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","30s","30s",NA,NA,"HS","College","College",NA,NA,1,1,1,NA,NA,2,2,2,NA,NA,0,0,0,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850865,67,11,"white","female","catholic","60+","No HS",3,2,3,0,1.0363,45,67,35,NA,NA,13,11,16,NA,NA,"white","white","white",NA,NA,"female","female","female",NA,NA,NA,"protestant","catholic",NA,NA,"40s","60+","30s",NA,NA,"Some College","No HS","College",NA,NA,4,1,1,NA,NA,2,2,2,NA,NA,0,0,1,NA,NA,0,1,NA,NA,2,NA,NA,NA,NA,NA
